章节,单词,解释
Chapter-3 动物保护,originate,"v. 发源, 来⾃; 创始"
Chapter-3 动物保护,derive,"v. 起源于, 来⾃; 获得;"
Chapter-3 动物保护,stem,"v. 起源于, 来⾃ n. 茎, 梗"
Chapter-3 动物保护,ancestor,"n. 祖宗, 祖先"
Chapter-3 动物保护,descendant,"n. 后代, 后裔, ⼦孙"
Chapter-3 动物保护,offspring,"n. [单复数同形]后代, ⼦孙; 产物"
Chapter-3 动物保护,subgroup,"n. ⼦群, ⼩群"
Chapter-3 动物保护,feed,"v. 供养; 喂, 饲养; 进⻝"
Chapter-3 动物保护,breed,v. 饲养; 繁殖 n. 品种; 各类
Chapter-3 动物保护,interbreed,"v. 异种交配, 混种, 杂种繁殖"
Chapter-3 动物保护,hybridise,v. 杂交
Chapter-3 动物保护,proliferate,v. 迅速增殖; 剧增
Chapter-3 动物保护,sterility,n. 不⽣育; 不孕
Chapter-3 动物保护,mate,v. 交配 n. 配偶
Chapter-3 动物保护,courtship,n. 求偶
Chapter-3 动物保护,lay,v. 产(卵); 放置; 铺设
Chapter-3 动物保护,hatch,v. n. 孵出; 孵化
Chapter-3 动物保护,brood,n. ⼀窝幼⻦ v. 孵(蛋);
Chapter-3 动物保护,spawn,n. (⻥、蛙等的)卵 v. 产卵; 引起
Chapter-3 动物保护,mature,adj. 成熟的 v. 成熟
Chapter-3 动物保护,skin,n. ⽪肤; 外⽪
Chapter-3 动物保护,claw,n. ⽖; 钳; 螯; ⽖状物
Chapter-3 动物保护,paw,"n. (动物的)脚掌, ⽖⼦"
Chapter-3 动物保护,beak,"n. ⻦喙, ⻦嘴"
Chapter-3 动物保护,fin,n. 鳍
Chapter-3 动物保护,wing,"n. 翅膀, 翼"
Chapter-3 动物保护,plume,n. ⽻⽑
Chapter-3 动物保护,feather,n. ⽻⽑
Chapter-3 动物保护,fur,n. (动物的)⽪⽑; (⽤于制⾐的)⽑⽪
Chapter-3 动物保护,bristle,"n. (猪等的)鬃⽑, (刷⼦的)⽑"
Chapter-3 动物保护,curl,n. 卷(发); 卷曲; 螺旋状物 v. (使)卷曲
Chapter-3 动物保护,insect,n. 昆⾍
Chapter-3 动物保护,worm,n. 蠕⾍
Chapter-3 动物保护,pest,n. 害⾍; 有害动物
Chapter-3 动物保护,parasite,n. 寄⽣⾍
Chapter-3 动物保护,spider,n. 蜘蛛
Chapter-3 动物保护,butterfly,n. 蝴蝶
Chapter-3 动物保护,mosquito,n. 蚊⼦
Chapter-3 动物保护,cricket,n. 蟋蟀
Chapter-3 动物保护,penguin,n. 企鹅
Chapter-3 动物保护,seal,n. 海豹; 图章; 封条 v. 密封
Chapter-3 动物保护,tortoise,n. 陆⻳
Chapter-3 动物保护,turtle,n. 海⻳
Chapter-3 动物保护,whale,n. 鲸⻥ v. 捕鲸; 猛击
Chapter-3 动物保护,kangaroo,n. 袋⿏
Chapter-3 动物保护,camel,n. 骆驼
Chapter-3 动物保护,panda,n. 熊猫
Chapter-3 动物保护,elephant,n. 象
Chapter-3 动物保护,trunk,n. 象⿐
Chapter-3 动物保护,ivory,n. 象⽛
Chapter-3 动物保护,horn,n. (⽜/⽺)⻆; (乐器)号
Chapter-3 动物保护,bear,n. 熊
Chapter-3 动物保护,wolf,n. 狼
Chapter-3 动物保护,dragon,"n. ⻰; 悍妇, ⺟夜叉;"
Chapter-3 动物保护,fox,n. 狐狸; 狡猾的⼈; 狐⽪;
Chapter-3 动物保护,cub,n. 幼兽
Chapter-3 动物保护,calf,"n. 幼⽜, ⼩⽜; 幼兽"
Chapter-3 动物保护,pup,n. 幼⼩动物
Chapter-3 动物保护,lamb,"n. ⼩⽺, 羔⽺"
Chapter-3 动物保护,cattle,n. ⽜
Chapter-3 动物保护,ox,n. 公⽜
Chapter-3 动物保护,bull,n. 公⽜
Chapter-3 动物保护,buffalo,n. ⽔⽜; 野⽜
Chapter-3 动物保护,horse,n. ⻢
Chapter-3 动物保护,zebra,n. 斑⻢
Chapter-3 动物保护,donkey,"n. 驴, 傻⽠"
Chapter-3 动物保护,saddle,n. ⻢鞍
Chapter-3 动物保护,harness,"n. ⻢具, 挽具"
Chapter-3 动物保护,falcon,n. 猎鹰
Chapter-3 动物保护,hawk,n. 鹰
Chapter-3 动物保护,eagle,n. 雕
Chapter-3 动物保护,owl,n. 猫头鹰
Chapter-3 动物保护,swallow,n. 燕⼦
Chapter-3 动物保护,sparrow,n. 麻雀
Chapter-3 动物保护,pigeon,n. 鸽⼦
Chapter-3 动物保护,crow,n. 乌鸦
Chapter-3 动物保护,swan,n. 天鹅
Chapter-3 动物保护,goose,n. 鹅; 鹅⾁
Chapter-3 动物保护,cock,n. 公鸡; 雄禽
Chapter-3 动物保护,mouse,n. ⽼⿏
Chapter-3 动物保护,rat,n. ⽼⿏; 卑鄙的⼈
Chapter-3 动物保护,squirrel,n. 松⿏
Chapter-3 动物保护,hare,n. 野兔
Chapter-3 动物保护,frog,n. 蛙
Chapter-3 动物保护,behaviour,n. ⾏为; 态度; ⾏为⽅式;
Chapter-3 动物保护,bite,v. n. 咬; 叮; 蛰;
Chapter-3 动物保护,sting,"v. 刺, 叮, 螫; n. 剌, 毒刺;"
Chapter-3 动物保护,bark,n. 狗叫声; 树⽪; v. 狗叫; 吼叫;
Chapter-3 动物保护,roar,"n. v. 吼叫, 咆哮"
Chapter-3 动物保护,rub,"v. 擦, 摩擦, 涂抹; n. 困难, 障碍"
Chapter-3 动物保护,creep,"v. 缓慢地⾏进, 蹑⼿蹑脚地移动;"
Chapter-3 动物保护,crawl,"v. 爬, 爬⾏; 卑躬屈膝, 巴结"
Chapter-3 动物保护,habitat,n. (动植物的)栖息地; ⽣活环境;
Chapter-3 动物保护,nest,"n. 巢, 窝, ⽳"
Chapter-3 动物保护,hive,n. 蜂巢; 蜂箱; 蜂群; 喧闹地区;
Chapter-3 动物保护,cell,n. 细胞; 蜂房巢室; 单⼈牢房
Chapter-3 动物保护,cage,n. 笼⼦
Chapter-3 动物保护,stable,n. ⻢厩; ⽜棚 adj. 稳定的; 稳固的
Chapter-3 动物保护,barn,n. ⾕仓; 牲⼝棚
Chapter-3 动物保护,hedge,n. 树篱; 障碍物
Chapter-3 动物保护,barrier,"n. 障碍; 屏障, 障碍物"
Chapter-3 动物保护,bar,"n. 栅, 栏杆; 条, ⻓块; 酒吧"
Chapter-3 动物保护,anatomy,n. 解剖学; 解剖; 剖析
Chapter-3 动物保护,epidemic,n. 流⾏病; 盛⾏ adj. 流⾏性的; 极为盛⾏的
Chapter-3 动物保护,gene,n. 基因
Chapter-3 动物保护,germ,"n. 细菌, 微⽣物"
Chapter-3 动物保护,bacteria,n. 细菌
Chapter-3 动物保护,virus,n. 病毒
Chapter-3 动物保护,microbe,n. 微⽣物
Chapter-3 动物保护,metabolism,n. 新陈代谢
Chapter-3 动物保护,protein,n. 蛋⽩质
Chapter-3 动物保护,vitamin,n. 维⽣素
Chapter-3 动物保护,secrete,v. 分泌
Chapter-3 动物保护,excrete,v. 排泄; 分泌
Chapter-3 动物保护,devour,v. 吞⻝; 吞噬; 狼吞⻁咽地吃;
Chapter-3 动物保护,instinct,"n. 本能, 天性; 直觉"
Chapter-3 动物保护,intuitive,adj. 直觉的
Chapter-3 动物保护,potential,n. 潜⼒ adj. 潜在的
Chapter-3 动物保护,intelligence,"n. 智慧, 智⼒, 智能; 情报, 谍报"
Chapter-3 动物保护,functional,adj. 功能的; 起作⽤的
Chapter-3 动物保护,sensitive,adj. 灵敏的; 过敏的; 敏感的
Chapter-4 太空探索,flexible,"adj. 可弯曲的; 灵活的, 易变通的"
Chapter-4 太空探索,acoustic,adj. 听觉的; 声⾳的
Chapter-4 太空探索,optical,adj. 光学的; 视觉的
Chapter-4 太空探索,nocturnal,adj. 夜间发⽣的; 夜间活动的
Chapter-4 太空探索,dormant,adj. 睡着的; 休眠的; 冬眠的
Chapter-4 太空探索,hibernation,n. 冬眠
Chapter-4 太空探索,track,"v. 追踪 n. ⾜迹, 踪迹; 轨道"
Chapter-4 太空探索,trace,v. 追踪; 查出; 追溯 n. 痕迹; 少许
Chapter-4 太空探索,alternate,"n. 交替, 轮流;"
Chapter-4 太空探索,prey,n. 被捕⻝的动物; 猎物; 捕⻝ v. 捕⻝; 欺凌
Chapter-4 太空探索,predator,n. 捕⻝者; 掠夺者;
Chapter-4 太空探索,victim,n. 受害者; 牺牲者; 遇难者
Chapter-4 太空探索,captive,"n. 俘虏; adj. 被监禁的, 被关押的"
Chapter-4 太空探索,defensive,adj. 防御性的
Chapter-4 太空探索,undergo,v. 经历; 承受;
Chapter-4 太空探索,suffer,v. 受苦; 忍受; 变差;
Chapter-4 太空探索,vulnerable,adj. 脆弱的; 易受伤的; 易受影响的
Chapter-4 太空探索,subsistence,"n. 勉强维持⽣活, 存活; ⽣计"
Chapter-4 太空探索,exist,v. 存在; ⽣存
Chapter-4 太空探索,exterminate,"v. 消灭, 根除"
Chapter-4 太空探索,tame,v. 驯服; 制服 adj. 驯服的; 乏味的
Chapter-4 太空探索,keeper,n. 看守⼈; 饲养员
Chapter-4 太空探索,shepherd,"n. 牧⽺⼈, ⽺倌; 牧师"
Chapter-4 太空探索,galaxy,n. 星系; 银河系
Chapter-4 太空探索,cosmos,n. 宇宙
Chapter-4 太空探索,universe,"n. 宇宙; 万物, 世界"
Chapter-4 太空探索,interstellar,adj. 星际的
Chapter-4 太空探索,terrestrial,adj. 陆地的; 地球的
Chapter-4 太空探索,celestial,adj. 天上的
Chapter-4 太空探索,astronomy,n. 天⽂学
Chapter-4 太空探索,astrology,n. 占星术; 占星学; 原始天⽂学
Chapter-4 太空探索,astronaut,n. 宇航员
Chapter-4 太空探索,comet,n. 彗星
Chapter-4 太空探索,meteorite,n. 陨⽯
Chapter-4 太空探索,crater,n. (撞击或爆炸形成的)坑
Chapter-4 太空探索,dust,"n. 尘⼟, 灰尘, 粉尘"
Chapter-4 太空探索,ash,n. 灰烬
Chapter-4 太空探索,envelope,"n. 外层, 信封; 封⽪; 包裹物;"
Chapter-4 太空探索,chunk,n. 厚块
Chapter-4 太空探索,spacecraft,n. 宇宙⻜船
Chapter-4 太空探索,spaceship,n. 宇宙⻜船
Chapter-4 太空探索,probe,n. 太空探测器; 调查
Chapter-4 太空探索,module,n. 模块; 组件; (宇宙⻜船上各个独⽴的)舱
Chapter-4 太空探索,propulsion,n. 推进⼒; 推进
Chapter-4 太空探索,pressure,n. 压⼒
Chapter-4 太空探索,dynamics,n. 动⼒学; 动态
Chapter-4 太空探索,vent,n. 排⽓⼝ v. 排放; 发泄
Chapter-4 太空探索,tail,n. 尾部
Chapter-4 太空探索,curve,"n. 曲线, 弧线"
Chapter-4 太空探索,exploration,n. 探索
Chapter-4 太空探索,expedition,"n. 探险, 远征"
Chapter-4 太空探索,flyby,"n. ⻜掠, ⻜越"
Chapter-4 太空探索,observatory,n. 天⽂台
Chapter-4 太空探索,telescope,n. 望远镜
Chapter-4 太空探索,spectacle,"n. 奇观, 壮观的景像"
Chapter-4 太空探索,orbit,n. 轨道
Chapter-4 太空探索,ecliptic,n. ⻩道
Chapter-4 太空探索,diameter,n. 直径
Chapter-4 太空探索,radius,n. 半径
Chapter-4 太空探索,substance,"n. 物质; 实质, 要旨"
Chapter-4 太空探索,composition,"n. 成分, 构成; 作品; 创作"
Chapter-4 太空探索,compound,"n. 混合物; 化合物 adj. 复合的, 组合的 v. 混合"
Chapter-4 太空探索,fossil,n. 化⽯
Chapter-4 太空探索,sample,"n. 样品, 样本"
Chapter-4 太空探索,specimen,"n. 样本, 样品"
Chapter-4 太空探索,particle,"n. 颗粒, 微粒, 极⼩量"
Chapter-4 太空探索,molecule,n. 分⼦
Chapter-4 太空探索,atom,n. 原⼦
Chapter-4 太空探索,ion,n. 离⼦
Chapter-5 学校教育,electron,n. 电⼦
Chapter-5 学校教育,quantum,n. 量⼦
Chapter-5 学校教育,liquid,n. 液体 adj. 液态的
Chapter-5 学校教育,fluid,"n. 液体, 流体 adj. 流动的"
Chapter-5 学校教育,solid,n. 固体
Chapter-5 学校教育,synthesise,v. 合成; 综合
Chapter-5 学校教育,formation,n. 形成
Chapter-5 学校教育,method,n. ⽅法
Chapter-5 学校教育,spectrum,n. 光谱; 范围
Chapter-5 学校教育,dimension,n. 范围; 维度
Chapter-5 学校教育,frequency,n. 频率; 发⽣次数
Chapter-5 学校教育,signal,n. 信号
Chapter-5 学校教育,antenna,n. 天线
Chapter-5 学校教育,circuit,"n. 线路, 电路, 巡回"
Chapter-5 学校教育,refraction,n. 折射
Chapter-5 学校教育,ultraviolet,n. 紫外辐射 adj. 此外线的
Chapter-5 学校教育,radioactive,adj. 放射性的
Chapter-5 学校教育,distinct,adj. 明显的; 截然不同的
Chapter-5 学校教育,discernible,"adj. 可辨别的, 看得清的"
Chapter-5 学校教育,invisible,adj. 看不⻅的
Chapter-5 学校教育,collision,n. 碰撞事故; 冲突;
Chapter-5 学校教育,squash,v. 压扁 n. 壁球; 南⽠⼩果
Chapter-5 学校教育,fragment,"n. 碎⽚, ⽚断 v. 碎裂"
Chapter-5 学校教育,cataclysmic,adj. 剧变的; 灾难性的
Chapter-5 学校教育,overwhelming,adj. 压倒性的
Chapter-5 学校教育,despair,v. n. 绝望
Chapter-5 学校教育,desperate,adj. 绝望的; 极需要的
Chapter-5 学校教育,hopeless,adj. ⽆望的; 极差的
Chapter-5 学校教育,education,n. 教育; 教育学
Chapter-5 学校教育,primary,adj. 主要的; 最初的; ⼩学教育的
Chapter-5 学校教育,secondary,adj. 中等教育的; 次要的
Chapter-5 学校教育,university,n. ⼤学
Chapter-5 学校教育,college,n. 学院
Chapter-5 学校教育,institute,"n. 研究所, 学院"
Chapter-5 学校教育,academy,n. 专科院校; 研究院; 学会
Chapter-5 学校教育,learn,v. 学习; 得知
Chapter-5 学校教育,study,v. n. 学习; 研究
Chapter-5 学校教育,acquire,v. 获得(技能、知识等); 购得
Chapter-5 学校教育,knowledge,"n. 知识, 学识; 知悉"
Chapter-5 学校教育,expertise,"n. 专⻔知识, 专⻔技术"
Chapter-5 学校教育,novice,n. 新⼿; 初学者
Chapter-5 学校教育,recruit,v. 吸收(新成员)
Chapter-5 学校教育,literate,adj. 有读写能⼒的
Chapter-5 学校教育,illiteracy,n. ⽂盲
Chapter-5 学校教育,numerate,"adj. 识数的, 有计算能⼒的"
Chapter-5 学校教育,problem,"n. 问题, 习题"
Chapter-5 学校教育,issue,"n. 发⾏; 重要问题 v. 公布, 发出"
Chapter-5 学校教育,affair,n. 事务; 事件
Chapter-5 学校教育,controversial,adj. 有争议的
Chapter-5 学校教育,puzzle,n. 难题; 谜; 智⼒游戏 v. 迷惑; 苦苦思索
Chapter-5 学校教育,riddle,n. 谜语; 谜
Chapter-5 学校教育,obscure,adj. 难以理解的
Chapter-5 学校教育,instil,v. 逐步灌输
Chapter-5 学校教育,cram,"v. 把…塞进, 挤满; (为应考)临时死记硬背;"
Chapter-5 学校教育,emphasise,"v. 强调, 着重"
Chapter-5 学校教育,enhance,"v. 提⾼, 增强; 改进"
Chapter-5 学校教育,enable,v. 能够
Chapter-5 学校教育,inspire,v. ⿎舞; 启发; 给…灵感
Chapter-5 学校教育,motive,"n. 动机, 缘由"
Chapter-5 学校教育,motivate,"v. 激发, 驱使"
Chapter-5 学校教育,stimulate,v. 刺激; 激励
Chapter-5 学校教育,spur,n. ⻢刺; 鞭策; 激励; v. ⿎动; 激励;
Chapter-5 学校教育,impetus,"n. 推动, 促进; 动量"
Chapter-5 学校教育,indulge,"v. 迁就, 放任; 纵容; 使满⾜; 沉溺于;"
Chapter-5 学校教育,spoil,v. 宠坏; 弄糟; 溺爱; 犒赏; 善待;
Chapter-5 学校教育,abuse,"v. n. 虐待, 辱骂; 滥⽤;"
Chapter-5 学校教育,intelligent,"adj. 聪明的, 有才智的; 智能的;"
Chapter-5 学校教育,clever,adj. 聪明的; 精明的;
Chapter-5 学校教育,smart,adj. 聪明的; 敏捷的;
Chapter-5 学校教育,all-round,adj. 全⾯的; 多⽅⾯的; 综合性的; 多才多艺的;
Chapter-5 学校教育,genius,n. 天才⼈物; 天赋
Chapter-5 学校教育,elite,n. 精英⼈物; 精华; 上层⼈⼠
Chapter-5 学校教育,idiot,"n. ⽩痴, 傻⽠"
Chapter-5 学校教育,wisdom,n. 智慧; 学问
Chapter-5 学校教育,wit,"n. 机智, ⻛趣; 智慧; ⻛趣的⼈"
Chapter-5 学校教育,aptitude,n. 天赋; 才能;
Chapter-5 学校教育,capable,"adj. 有能⼒的, 有才能的"
Chapter-5 学校教育,excellent,"adj. 优秀的, 极好的, 杰出的"
Chapter-5 学校教育,outstanding,adj. 优秀的; 突出的; 杰出的
Chapter-5 学校教育,brilliant,adj. 光辉的; 聪颖的; 明亮的; ⾮常好的
Chapter-5 学校教育,prestige,"n. 威望, 声望"
Chapter-5 学校教育,reputation,"n. 名誉, 声誉"
Chapter-5 学校教育,eminent,adj. 著名的; 杰出的
Chapter-5 学校教育,notorious,adj. 臭名昭著的; 臭名远扬的; 声名狼藉的; 恶名昭著;
Chapter-5 学校教育,esteem,"v. n. 尊重, 敬重;"
Chapter-5 学校教育,respect,"n. v. 尊敬, 敬重"
Chapter-5 学校教育,diligent,adj. 勤奋的; 勤勉的
Chapter-5 学校教育,painstaking,"adj. ⾟苦的, 劳苦的"
Chapter-5 学校教育,skill,"n. 技能, 技巧"
Chapter-5 学校教育,approach,"v. 接近, 临近 n. ⽅法"
Chapter-5 学校教育,scheme,"n. 计划, ⽅案; 阴谋 v. 密谋; 谋划"
Chapter-5 学校教育,headmaster,n. [英]男校⻓
Chapter-5 学校教育,principal,"n. 美校⻓; [英]⼤学校⻓, 学院院⻓ adj. ⾸要的"
Chapter-5 学校教育,dean,"n. (⼤学的)学院院⻓, 系主任"
Chapter-5 学校教育,faculty,"n. (⼤学的)系, 院; 美全体成员"
Chapter-5 学校教育,professor,n. 教授
Chapter-5 学校教育,scholar,n. 学者
Chapter-5 学校教育,scientist,n. 科学家
Chapter-5 学校教育,mentor,n. 导师; 顾问
Chapter-5 学校教育,tutor,n. 家庭教师; 导师
Chapter-5 学校教育,lecturer,n. 讲师
Chapter-5 学校教育,assistant,"n. 助理, 助⼿"
Chapter-5 学校教育,candidate,n. 候选⼈; 求职者; [英]考⽣
Chapter-5 学校教育,degree,n. 学位; 程度; 级别
Chapter-5 学校教育,qualify,v. 具备资格; 使有权
Chapter-5 学校教育,certify,v. 证明; 颁发结业证书
Chapter-5 学校教育,license,"n. 执照, 许可证"
Chapter-5 学校教育,permit,n. 许可证 v. 允许
Chapter-5 学校教育,diploma,n. 毕业⽂凭
Chapter-5 学校教育,diplomat,n. 外交官; 善于交际的⼈
Chapter-5 学校教育,ambassador,n. ⼤使; 使节
Chapter-5 学校教育,pupil,n. ⼩学⽣; 瞳孔
Chapter-5 学校教育,graduate,n. ⼤学毕业⽣; 毕业⽣ v. ⼤学毕业
Chapter-5 学校教育,ceremony,n. 典礼; 礼节
Chapter-5 学校教育,bachelor,n. 单身汉; 学⼠;
Chapter-5 学校教育,master,n. ⼤师; 硕⼠ v. 精通; 控制
Chapter-5 学校教育,doctor,n. 博⼠; 医⽣
Chapter-5 学校教育,fresher,n. [英]⼀年级新⽣
Chapter-5 学校教育,sophomore,n. ⼆年级学⽣
Chapter-5 学校教育,junior,n. 三年级学⽣ adj. ⻘少年的; 级别较低的
Chapter-5 学校教育,senior,n. 毕业班学⽣; 较年⻓者 adj. 成⼈的; 级别⾼的
Chapter-5 学校教育,alumni,"n. 毕业⽣, 校友"
Chapter-5 学校教育,campus,"n. 校园, 校区"
Chapter-5 学校教育,orientation,"n. 情况介绍, 迎新会; ⽅向"
Chapter-5 学校教育,platform,n. 平台; 讲台
Chapter-5 学校教育,coed,adj. 男⼥同校的 n. ⼥⽣
Chapter-5 学校教育,register,"v. 登记, 注册 n. 登记表, 注册簿"
Chapter-5 学校教育,roster,"n. 花名册, 登记表; 执勤表"
Chapter-5 学校教育,enrol,v. 登记; 注册; 招收
Chapter-5 学校教育,matriculation,"n. 注册⼊⼤学, 录取⼊学"
Chapter-5 学校教育,accommodation,n. 住处; ⻝宿招待
Chapter-5 学校教育,dorm,n. 宿舍
Chapter-5 学校教育,dining hall,n. ⻝堂
Chapter-5 学校教育,canteen,n. ⻝堂; ⽔壶
Chapter-5 学校教育,laboratory,"n. 实验室, 研究室"
Chapter-5 学校教育,experiment,n. 实验; 试验
Chapter-5 学校教育,data,n. 数据
Chapter-5 学校教育,quantity,n. 数量
Chapter-5 学校教育,quality,n. 质量
Chapter-5 学校教育,library,n. 图书馆
Chapter-5 学校教育,literature,n. ⽂学; ⽂学作品; ⽂献
Chapter-5 学校教育,article,n. ⽂章; 论⽂
Chapter-5 学校教育,author,"n. 作者, 作家"
Chapter-5 学校教育,tale,"n. 故事, 传说"
Chapter-5 学校教育,fiction,"n. ⼩说; 虚构, 杜撰"
Chapter-5 学校教育,story,"n. 故事, ⼩说"
Chapter-5 学校教育,diary,n. ⽇记; ⽇记簿
Chapter-5 学校教育,poetry,n. 诗歌; 诗集; 诗意;
Chapter-5 学校教育,journal,"n. ⽇报, 周报; 杂志; ⽇志"
Chapter-5 学校教育,coverage,n. 新闻报道; 覆盖范围
Chapter-5 学校教育,bibliography,"n. 参考书⽬, 索引"
Chapter-5 学校教育,encyclopedia,n. 百科全书
Chapter-5 学校教育,biography,n. 传记
Chapter-5 学校教育,documentary,n. 纪录⽚ adj. 纪录的
Chapter-5 学校教育,series,n. ⼀系列; 连续; 串联
Chapter-5 学校教育,record,n. 记录; 履历
Chapter-5 学校教育,file,n. 档案; ⽂件 v. 把…归档
Chapter-5 学校教育,profile,n. 概述; ⼈物简介; 侧⾯轮廓
Chapter-5 学校教育,draft,n. 草稿; 汇票 v. 起草
Chapter-5 学校教育,sketch,n. 概略; 草图 v. 起草; 速写
Chapter-5 学校教育,brochure,n. ⼩册⼦; ⼿册
Chapter-5 学校教育,manual,"n. 使⽤⼿册, 指南 adj. ⼿⼯的"
Chapter-5 学校教育,frame,n. 框架; 构架; 眼镜框
Chapter-5 学校教育,index,n. 指数; 指标; 索引 v. 为…编索引
Chapter-5 学校教育,catalogue,n. ⽬录
Chapter-5 学校教育,category,"n. 种类, 类别; 范畴; 类⽬"
Chapter-5 学校教育,inventory,n. 库存; 详细⽬录
Chapter-5 学校教育,content,n. 内容; ⽬录; 含量 adj. 满⾜的
Chapter-5 学校教育,context,"n. 上下⽂, 语境; 背景, 来⻰去脉"
Chapter-5 学校教育,list,"n. 列表, ⼀览表, ⽬录 v. 列举; 把…列⼊单⼦"
Chapter-5 学校教育,chapter,n. (书的)章; (⼈⽣或历史的)重要时期
Chapter-5 学校教育,volume,n. 体积; ⾳响; ⼀卷; 容积
Chapter-5 学校教育,reel,n. 卷轴; 卷筒; ⼀卷胶卷
Chapter-5 学校教育,subject,n. 科⽬; 主题; 实验对象; 话题
Chapter-5 学校教育,object,n. 物体; ⽬标; 对象 v. 反对
Chapter-5 学校教育,major,"n. 主修科⽬, 专业 v. 主修 adj. 主要的"
Chapter-5 学校教育,minor,n. 辅修科⽬ adj. 不严重的
Chapter-5 学校教育,sociology,n. 社会学
Chapter-5 学校教育,politics,n. 政治学; 政治; 政治事务
Chapter-5 学校教育,economics,n. 经济学
Chapter-5 学校教育,marketing,n. 市场营销
Chapter-5 学校教育,accounting,n. 会计; 记账
Chapter-5 学校教育,audit,n. 审计; 检查 v. 审核; 旁听
Chapter-5 学校教育,statistics,n. 统计学
Chapter-5 学校教育,psychology,n. ⼼⾥学; ⼼理特征
Chapter-5 学校教育,philosophy,n. 哲学
Chapter-5 学校教育,logic,n. 逻辑; 逻辑学
Chapter-5 学校教育,biology,n. ⽣物学; ⽣命机理
Chapter-5 学校教育,physics,n. 物理学
Chapter-5 学校教育,chemistry,n. 化学
Chapter-5 学校教育,agriculture,n. 农业; 农业学
Chapter-5 学校教育,logistics,n. 物流; 后勤
Chapter-5 学校教育,geography,n. 地理学; 地形; 地势
Chapter-5 学校教育,history,n. 历史; 历史学
