序号,单词,音标,词性,中文释义,学段分类,场景归属
324,chase,-,v./n.,追逐；追求,中考考纲词汇,09_核心行为与动作动词
325,cheap,-,adj.,廉价的；质劣价低的,中考考纲词汇,05_居家生活与服装购物
326,cheat,-,v./n.,欺骗；作弊/作弊者,中考考纲词汇,09_核心行为与动作动词
327,check,-,v./n.,检查；核对/[美]账单,中考考纲词汇,09_核心行为与动作动词
328,checklist,-,n.,清单；选民花名册,中考考纲词汇,07_自然生态与天气动植物
329,cheek,-,n.,面颊,中考考纲词汇,08_职业工作与社会科技
330,cheer,-,v.,使振作；（向...）欢呼,中考考纲词汇,09_核心行为与动作动词
331,cheese,-,n.,起司、奶酪,中考考纲词汇,03_饮食烹饪与健康医疗
332,chef,-,n.,厨师,中考考纲词汇,08_职业工作与社会科技
333,chemistry,-,n.,化学,中考考纲词汇,02_学校教育与学科学习
334,cheque,-,n.,支票,中考考纲词汇,08_职业工作与社会科技
335,cherry,-,n.,樱桃；樱桃树,中考考纲词汇,03_饮食烹饪与健康医疗
336,chess,-,n.,国际象棋,中考考纲词汇,04_文体娱乐与节庆风俗
337,chest,-,n.,胸；胸部,中考考纲词汇,03_饮食烹饪与健康医疗
338,chew,-,v.,咀嚼,中考考纲词汇,09_核心行为与动作动词
339,chicken,-,n.,鸡,中考考纲词汇,07_自然生态与天气动植物
340,childish,-,adj.,孩子般的；幼稚的,中考考纲词汇,10_情感态度与性质修饰
341,chill,-,v./n.,使变冷；使恐惧/寒冷；害怕,中考考纲词汇,07_自然生态与天气动植物
342,chimney,-,n.,烟囱,中考考纲词汇,05_居家生活与服装购物
343,chin,-,n.,下巴,中考考纲词汇,08_职业工作与社会科技
344,chocolate,-,n.,巧克力,中考考纲词汇,08_职业工作与社会科技
345,choir,-,n.,唱诗班,中考考纲词汇,04_文体娱乐与节庆风俗
346,choke,-,v.,（使）窒息；阻塞；说不出话,中考考纲词汇,09_核心行为与动作动词
347,choose,-,v.,选择,中考考纲词汇,09_核心行为与动作动词
348,chop,-,v.,切碎（食物）；劈（木头）,中考考纲词汇,03_饮食烹饪与健康医疗
349,chronology,-,n.,年代学；年表；事件发生的顺序表,中考考纲词汇,08_职业工作与社会科技
350,church,-,n.,教堂,中考考纲词汇,08_职业工作与社会科技
351,cigarette,-,n.,香烟,中考考纲词汇,08_职业工作与社会科技
352,circle,-,n.,圆,中考考纲词汇,08_职业工作与社会科技
353,circulate,-,v.,循环；流通；传播,中考考纲词汇,09_核心行为与动作动词
354,circus,-,n.,马戏团；圆形广场（常用于地名）,中考考纲词汇,06_交通出行与地理旅游
355,citizen,-,n.,公民；市民,中考考纲词汇,08_职业工作与社会科技
356,civil,-,adj.,公民的；国内的；民用的；斯文的,中考考纲词汇,10_情感态度与性质修饰
357,civilisation,-,n.,文明,中考考纲词汇,02_学校教育与学科学习
358,clan,-,n.,宗族；家族；帮派,中考考纲词汇,05_居家生活与服装购物
359,clap,-,v./n.,拍手；轻拍/鼓掌,中考考纲词汇,03_饮食烹饪与健康医疗
360,clasp,-,n./v.,搭扣；扣住,中考考纲词汇,09_核心行为与动作动词
361,classical,-,adj.,古典的；传统的,中考考纲词汇,04_文体娱乐与节庆风俗
362,classify,-,v.,分类,中考考纲词汇,05_居家生活与服装购物
363,claw,-,n./v.,爪；钳；鳌；爪状物/抓；挠；撕,中考考纲词汇,09_核心行为与动作动词
364,clay,-,n.,黏土；陶土,中考考纲词汇,08_职业工作与社会科技
365,clear,-,adj./v.,清晰的；明显的/清除,中考考纲词汇,09_核心行为与动作动词
366,clerk,-,n.,店员，办事员，接待员,中考考纲词汇,08_职业工作与社会科技
367,clever,-,adj.,聪明的；精明的,中考考纲词汇,10_情感态度与性质修饰
368,cliff,-,n.,悬崖；峭壁,中考考纲词汇,08_职业工作与社会科技
369,climate,-,n.,气候；风气，思潮，环境,中考考纲词汇,07_自然生态与天气动植物
370,climb,-,v.,攀登；爬,中考考纲词汇,09_核心行为与动作动词
371,cloak,-,n.,斗篷；覆盖物,中考考纲词汇,08_职业工作与社会科技
372,clone,-,v./n.,克隆/克隆的动植物,中考考纲词汇,07_自然生态与天气动植物
373,clothe,-,v.,给...穿衣；为...提供衣服,中考考纲词汇,05_居家生活与服装购物
374,clue,-,n.,线索；提示,中考考纲词汇,08_职业工作与社会科技
375,clumsy,-,adj.,笨拙的,中考考纲词汇,10_情感态度与性质修饰
376,coach,-,n./v.,[英]长途汽车；教练；私人教师/训练,中考考纲词汇,02_学校教育与学科学习
377,coast,-,n.,海岸；海滨,中考考纲词汇,06_交通出行与地理旅游
378,cock,-,n.,公鸡；雄禽,中考考纲词汇,07_自然生态与天气动植物
379,coed,-,adj./n.,男女同校的。（男女同校的大学生中的）女生,中考考纲词汇,02_学校教育与学科学习
380,coffee,-,n.,咖啡,中考考纲词汇,03_饮食烹饪与健康医疗
381,coin,-,n./v.,硬币/铸币；创造（新词语）,中考考纲词汇,09_核心行为与动作动词
382,collar,-,n.,衣领；项圈,中考考纲词汇,08_职业工作与社会科技
383,collect,-,v.,收集；收藏,中考考纲词汇,04_文体娱乐与节庆风俗
384,college,-,n.,学院；大学,中考考纲词汇,02_学校教育与学科学习
385,collide,-,v.,碰撞；抵触,中考考纲词汇,09_核心行为与动作动词
386,colour,-,n.,颜色；颜料,中考考纲词汇,08_职业工作与社会科技
387,commander,-,n.,司令官；指挥官,中考考纲词汇,08_职业工作与社会科技
388,commentator,-,n.,评论员；实况解说员,中考考纲词汇,08_职业工作与社会科技
389,common,-,adj.,共同的；普通的；平常的,中考考纲词汇,10_情感态度与性质修饰
390,communism,-,n.,共产主义,中考考纲词汇,08_职业工作与社会科技
391,commuter,-,n.,上下班，往返者,中考考纲词汇,08_职业工作与社会科技
392,company,-,n.,公司；陪伴；剧团,中考考纲词汇,08_职业工作与社会科技
393,compound,-,n./adj./v.,混合物；化合物。复合的；组合的。混合,中考考纲词汇,09_核心行为与动作动词
394,condom,-,n.,避孕套,中考考纲词汇,08_职业工作与社会科技
395,consonant,-,n.,辅音,中考考纲词汇,08_职业工作与社会科技
396,consortium,-,n.,财团；联营企业,中考考纲词汇,08_职业工作与社会科技
397,contingency,-,n.,意外事件；可能发生的事,中考考纲词汇,08_职业工作与社会科技
398,cook,-,v./n.,烹调、烧、煮/厨师,中考考纲词汇,08_职业工作与社会科技
399,copy,-,n./v.,复制品。抄写；复制,中考考纲词汇,09_核心行为与动作动词
400,corn,-,n.,[英]谷物；[美]玉米,中考考纲词汇,08_职业工作与社会科技
401,corpus,-,n.,尸体；文集；本金,中考考纲词汇,08_职业工作与社会科技
402,cosmetics,-,n.,化妆品,中考考纲词汇,08_职业工作与社会科技
403,cost,-,v./n.,需付费/费用；代价；成本,中考考纲词汇,09_核心行为与动作动词
404,cotton,-,n.,棉；棉线；棉布,中考考纲词汇,08_职业工作与社会科技
405,counsellor,-,n.,顾问，辅导顾问；（美国的）律师,中考考纲词汇,08_职业工作与社会科技
406,count,-,v.,计算,中考考纲词汇,09_核心行为与动作动词
407,counterfeit,-,adj./v.,假冒的；伪造,中考考纲词汇,09_核心行为与动作动词
408,couple,-,n.,夫妻 ，情侣；两个；几个,中考考纲词汇,08_职业工作与社会科技
409,coupon,-,n.,优惠券,中考考纲词汇,05_居家生活与服装购物
410,course,-,n.,课程,中考考纲词汇,02_学校教育与学科学习
411,court,-,n.,法院；庭院,中考考纲词汇,05_居家生活与服装购物
412,courtship,-,n.,求偶,中考考纲词汇,08_职业工作与社会科技
413,cousin,-,n.,堂（或表）兄（或弟、姐、妹）,中考考纲词汇,01_个人家庭与人际交往
414,cover,-,n.,封面；盖子；套子,中考考纲词汇,08_职业工作与社会科技
415,coverage,-,n.,新闻报道；覆盖范围,中考考纲词汇,08_职业工作与社会科技
416,coward,-,n.,懦夫，胆小鬼,中考考纲词汇,08_职业工作与社会科技
417,craftsman,-,n.,工匠；工艺师,中考考纲词汇,08_职业工作与社会科技
418,cram,-,v.,把...塞进；（为应考）临时死记硬背,中考考纲词汇,03_饮食烹饪与健康医疗
419,cream,-,n.,奶油,中考考纲词汇,03_饮食烹饪与健康医疗
420,creature,-,n.,生物；动物,中考考纲词汇,02_学校教育与学科学习
421,criteria,-,n.,[criterion 的复数形式]标准；准则,中考考纲词汇,08_职业工作与社会科技
422,cross,-,n./v.,十字形；十字架/穿过,中考考纲词汇,05_居家生活与服装购物
423,crow,-,n.,乌鸦,中考考纲词汇,07_自然生态与天气动植物
424,crowd,-,n.,人群；观众；一群人,中考考纲词汇,01_个人家庭与人际交往
425,cruel,-,adj.,残忍的；残暴的,中考考纲词汇,01_个人家庭与人际交往
426,cub,-,n.,幼兽,中考考纲词汇,08_职业工作与社会科技
427,cucumber,-,n.,黄瓜,中考考纲词汇,08_职业工作与社会科技
428,cuisine,-,n.,菜肴、烹饪,中考考纲词汇,08_职业工作与社会科技
429,culture,-,n.,文化；文明；教养,中考考纲词汇,02_学校教育与学科学习
430,cunning,-,adj.,狡猾的；巧妙的,中考考纲词汇,10_情感态度与性质修饰
431,curative,-,adj./n.,治疗的/药品,中考考纲词汇,03_饮食烹饪与健康医疗
432,curl,-,n./v.,卷曲；螺旋状物/（使）卷曲,中考考纲词汇,09_核心行为与动作动词
433,currency,-,n.,货币；通用，流行,中考考纲词汇,08_职业工作与社会科技
434,curtain,-,n./v.,窗帘；幕布；给...装上帘子,中考考纲词汇,05_居家生活与服装购物
435,customer,-,n.,顾客，主顾，客户,中考考纲词汇,08_职业工作与社会科技
436,cutlery,-,n.,餐具、刀具,中考考纲词汇,03_饮食烹饪与健康医疗
437,cycle,-,v./n.,骑/周期；自行车,中考考纲词汇,06_交通出行与地理旅游
438,cycling,-,n.,骑自行车运动,中考考纲词汇,04_文体娱乐与节庆风俗
439,daily,-,adj./n.,每日的/日报,中考考纲词汇,08_职业工作与社会科技
440,dairy,-,n./adj.,乳制品、乳品店/乳制的,中考考纲词汇,03_饮食烹饪与健康医疗
441,dam,-,n./v.,水坝/控制、抑制,中考考纲词汇,03_饮食烹饪与健康医疗
442,damage,-,n./v.,损害；伤害,中考考纲词汇,03_饮食烹饪与健康医疗
443,damp,-,adj.,湿气重的；潮湿的,中考考纲词汇,07_自然生态与天气动植物
444,daring,-,adj.,勇敢的；大胆的,中考考纲词汇,10_情感态度与性质修饰
445,darling,-,n.,亲爱的；宠儿,中考考纲词汇,08_职业工作与社会科技
446,dash,-,v.,猛冲；猛摔,中考考纲词汇,09_核心行为与动作动词
447,data,-,n.,[datum 的复数形式]数据,中考考纲词汇,08_职业工作与社会科技
448,dawn,-,n./v.,黎明；开端/破晓,中考考纲词汇,09_核心行为与动作动词
449,deadline,-,n.,截止日期,中考考纲词汇,08_职业工作与社会科技
450,deal,-,v./n.,买卖；[~ with]处理；应付/协议；交易；大量,中考考纲词汇,05_居家生活与服装购物
451,dean,-,n.,（大学的）学院院长；系主任,中考考纲词汇,02_学校教育与学科学习
452,dear,-,adj./int.,亲爱的/啊呀,中考考纲词汇,10_情感态度与性质修饰
453,death,-,n.,死；死亡；毁灭,中考考纲词汇,08_职业工作与社会科技
454,debate,-,v./n.,辩论；争论；讨论,中考考纲词汇,09_核心行为与动作动词
455,debris,-,n.,碎片；残骸,中考考纲词汇,08_职业工作与社会科技
456,debt,-,n.,债务,中考考纲词汇,08_职业工作与社会科技
457,decay,-,v.,腐烂,中考考纲词汇,03_饮食烹饪与健康医疗
458,deceive,-,v.,欺骗；蒙蔽；误导,中考考纲词汇,09_核心行为与动作动词
459,decent,-,adj.,得体的；尚好的,中考考纲词汇,10_情感态度与性质修饰
460,decide,-,v.,决定,中考考纲词汇,09_核心行为与动作动词
461,decimal,-,adj./n.,小数的；十进制的。小数,中考考纲词汇,10_情感态度与性质修饰
462,decimation,-,n.,大批杀死，大量毁灭；大大削弱,中考考纲词汇,08_职业工作与社会科技
463,decipher,-,v.,译解；辨认,中考考纲词汇,09_核心行为与动作动词
464,deck,-,n./v.,甲板/装饰,中考考纲词汇,09_核心行为与动作动词
465,declare,-,v.,宣布，宣告，宣称，声称,中考考纲词汇,09_核心行为与动作动词
466,decline,-,v./n.,下降,中考考纲词汇,09_核心行为与动作动词
467,decompose,-,v.,分解；腐烂,中考考纲词汇,03_饮食烹饪与健康医疗
468,decorate,-,v.,装饰,中考考纲词汇,09_核心行为与动作动词
469,decrease,-,n./v.,减少；减小/（使）减少；（使）减小,中考考纲词汇,09_核心行为与动作动词
470,deduce,-,v.,演绎；推论,中考考纲词汇,09_核心行为与动作动词
471,deed,-,n.,行为；功绩；契约,中考考纲词汇,08_职业工作与社会科技
472,deem,-,v.,认为；相信,中考考纲词汇,09_核心行为与动作动词
473,default,-,v./n.,不支付、不履行/违约；默认值,中考考纲词汇,05_居家生活与服装购物
474,defeat,-,v./n.,战胜，击败/失败,中考考纲词汇,04_文体娱乐与节庆风俗
475,defend,-,v.,防御，保护；为...辩护,中考考纲词汇,07_自然生态与天气动植物
476,defensive,-,adj.,防御性的,中考考纲词汇,10_情感态度与性质修饰
477,defer,-,v.,推迟；延期,中考考纲词汇,09_核心行为与动作动词
478,deficit,-,n.,赤字；逆差,中考考纲词汇,08_职业工作与社会科技
479,deflation,-,n.,通货紧缩,中考考纲词汇,08_职业工作与社会科技
480,deflect,-,v.,（使）偏斜，（使）偏转；转移,中考考纲词汇,09_核心行为与动作动词
481,deforest,-,v.,毁掉...森林,中考考纲词汇,06_交通出行与地理旅游
482,degrade,-,v.,降解；降低...身份；使恶化；使退化,中考考纲词汇,09_核心行为与动作动词
483,degree,-,n.,学位；程度,中考考纲词汇,02_学校教育与学科学习
484,delay,-,n./v.,耽搁；延期/使耽搁；使延期,中考考纲词汇,09_核心行为与动作动词
485,delegate,-,n./v.,代表/授权，委派,中考考纲词汇,09_核心行为与动作动词
486,delegation,-,n.,代表团；委派,中考考纲词汇,08_职业工作与社会科技
487,delete,-,v.,删除；删掉,中考考纲词汇,09_核心行为与动作动词
488,deliberate,-,v./adj.,深思熟虑；仔细考虑。审慎的,中考考纲词汇,09_核心行为与动作动词
489,delicate,-,adj.,精致的；微妙的；脆弱的,中考考纲词汇,10_情感态度与性质修饰
490,delicious,-,adj.,美味的,中考考纲词汇,03_饮食烹饪与健康医疗
491,delight,-,v./n.,（使）高兴；爱好/乐趣,中考考纲词汇,04_文体娱乐与节庆风俗
492,deliver,-,v.,传送；递送,中考考纲词汇,09_核心行为与动作动词
493,delta,-,n.,三角洲,中考考纲词汇,05_居家生活与服装购物
494,demand,-,v./n.,要求；需要/需求；需求量,中考考纲词汇,09_核心行为与动作动词
495,demise,-,n./v.,死亡；君权的转移或授予；禅让/遗赠；转让,中考考纲词汇,09_核心行为与动作动词
